epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.20223714411258698	0.04267342761158943	0.20466807420312805	0.18635347485542297	0.07928670197725296	0.19726626027715238
20.0	0.25771814584732056	0.056937720626592636	0.26729861620286754	0.22438476979732513	0.0998074859380722	0.2462072026863102
30.0	0.2738255262374878	0.058020126074552536	0.2803372985321611	0.2400447428226471	0.10234672576189041	0.26020473281181017
40.0	0.27874723076820374	0.059239957481622696	0.2881887510495243	0.2400447279214859	0.10109064728021622	0.26344956575611983
50.0	0.2791946232318878	0.057652171701192856	0.28289069668004996	0.24496644735336304	0.10287793725728989	0.26327528663229305
60.0	0.268456369638443	0.05761780962347984	0.2773505419578826	0.24317672848701477	0.10397473722696304	0.26258714378107634
70.0	0.26442956924438477	0.05753205716609955	0.272553196565356	0.23713648319244385	0.10066010802984238	0.25670378845197234
80.0	0.26577186584472656	0.05821928754448891	0.27293705433280213	0.23378075659275055	0.09958668798208237	0.2547707006262442
90.0	0.26487699151039124	0.05960409715771675	0.2743525053574333	0.2308724820613861	0.10032054781913757	0.253988172439781
100.0	0.25548097491264343	0.05634859576821327	0.2649354236535845	0.2255033552646637	0.09848903119564056	0.2477193865455175
110.0	0.25234901905059814	0.056205108761787415	0.2633412260479215	0.22505591809749603	0.09872201830148697	0.2474759036694562
120.0	0.2527964413166046	0.05687228962779045	0.2633191358921239	0.224832221865654	0.09996859729290009	0.24693728925142033
130.0	0.24832215905189514	0.05611496418714523	0.26116510675782134	0.22438479959964752	0.09804157167673111	0.2464474466264188
140.0	0.24116331338882446	0.053809743374586105	0.2551680328434016	0.22527962923049927	0.09949421137571335	0.24571832644797723
150.0	0.24026848375797272	0.05415380001068115	0.2540725620972846	0.21834450960159302	0.09527755528688431	0.24003983572432225
160.0	0.2393735945224762	0.05449293181300163	0.2527564740513267	0.21812079846858978	0.0960402637720108	0.23924101703214354
170.0	0.23982106149196625	0.055163074284791946	0.25353758440790325	0.2156599462032318	0.09298785775899887	0.2374718502567892
180.0	0.24161073565483093	0.054314009845256805	0.2521567752799577	0.21476510167121887	0.09289725124835968	0.2356232424477394
190.0	0.23937362432479858	0.05352625250816345	0.2504937235393634	0.21588367223739624	0.09463917464017868	0.2358107732589529
